material_id,formula,wyckoff,bandgap_pred_n0,bandgap_ale_n0,bandgap_target
mp-1238771,Li2 Ce1 Sm1 Mo4 O16,AB2C4D16E_pearson_81_a_g_bcg_4h_d:Ce-Li-Mo-O-Sm,0.1142,0.0254,0.1395
mp-1320002,Ni1 H2 O2,A2BC2_pearson_5_c_a_c:H-Ni-O,2.0839,0.2537,3.1324
mp-697108,K6 H2 Rh2 C10 N10 O2,A5BC3D5EF_pearson_2_5i_i_3i_5i_i_i:C-H-K-N-O-Rh,0.4796,0.104,3.8568
mp-1111691,K3 Tl1 F6,A6B3C_pearson_225_e_ac_b:F-K-Tl,3.715,0.14,3.8461
mp-1183920,Cs1 Pa1 O3,AB3C_pearson_221_a_c_b:Cs-O-Pa,3.2712,0.1111,3.0169
mp-756451,Ca4 Pb4 I16,AB4C_pearson_31_2a_8a_2a:Ca-I-Pb,2.4445,0.0997,2.8881
mp-866883,Ca8 Sn4 S16,A2B4C_pearson_61_c_2c_a:Ca-S-Sn,1.7175,0.087,1.3379
mp-1521898,Ba1 Ca1 Ce1 Ti1 O6,ABCD6E_pearson_216_c_d_a_f_b:Ba-Ca-Ce-O-Ti,2.1342,0.0633,2.1876
wbm-1-33546,Na2 Sb2 S4,AB2C_pearson_5_c_2c_c:Na-S-Sb,1.5867,0.0827,1.54
wbm-1-2321,Nb3 Al1,AB3_pearson_225_a_bc:Al-Nb,0.0456,0.0329,0.14
mp-754605,Li2 Lu2 O4,ABC2_pearson_141_a_b_e:Li-Lu-O,4.5388,0.0934,4.5008
wbm-1-16462,Ba2 La1 F7,A2B7C_pearson_1_2a_7a_a:Ba-F-La,5.7522,0.2487,5.17
mp-757836,Be4 H8 Se4 O16,AB2C4D_pearson_19_a_2a_4a_a:Be-H-O-Se,4.8917,0.0938,4.7645
wbm-1-32537,Na4 Mg2 Si2,AB2C_pearson_194_b_f_c:Mg-Na-Si,0.087,0.0489,0.08
wbm-3-22311,Ba1 Pt1 F6,AB6C_pearson_166_a_h_b:Ba-F-Pt,2.2747,0.184,2.33
wbm-2-12802,Rb1 Cr1 Se2,ABC2_pearson_164_a_b_d:Cr-Rb-Se,0.7657,0.0342,0.88
mp-20244,Zr4 Pb4 S12,AB3C_pearson_62_c_3c_c:Pb-S-Zr,1.2959,0.0672,1.2471
mp-767515,Gd6 As2 O14,AB3C7_pearson_2_ab_3i_7i:As-Gd-O,2.9444,0.0594,2.2884
mp-27425,Sr4 H8 O8,A2B2C_pearson_62_2c_2c_c:H-O-Sr,4.0784,0.1325,4.0386
wbm-1-24645,Li2 Au2 Br8,AB4C_pearson_14_a_2e_d:Au-Br-Li,0.7357,0.1027,0.98
mp-1191736,Y6 F18,A3B_pearson_165_adg_f:F-Y,7.4182,0.1363,7.4295
mp-1209047,Rb1 Sr1 Cl3,A3BC_pearson_221_c_a_b:Cl-Rb-Sr,4.8579,0.0797,4.6662
wbm-2-33558,In4 O8,AB2_pearson_12_i_2i:In-O,0.3515,0.0878,0.89
mp-1114524,Rb2 In1 Ga1 I6,AB6CD2_pearson_225_a_e_b_c:Ga-I-In-Rb,0.9826,0.0634,0.8977
mp-1518812,Na4 Sr4 Nd4 W4 O24,ABC6DE_pearson_48_ab_e_3m_cd_f:Na-Nd-O-Sr-W,2.9666,0.073,3.0272
mp-1179516,Sc1 Cu3 Hg1 Se4,A3BCD4_pearson_215_c_a_b_e:Cu-Hg-Sc-Se,0.8371,0.1434,0.8228
wbm-1-38633,Eu1 Hf1 O3,ABC3_pearson_99_b_a_ac:Eu-Hf-O,0.3481,0.0897,0.39
mp-6257,Cs2 Nb2 B4 O12,A2BCD6_pearson_31_b_a_a_2a2b:B-Cs-Nb-O,3.1033,0.0878,3.3163
wbm-1-56732,Sr2 Eu2 I8,AB4C_pearson_2_i_4i_i:Eu-I-Sr,1.4539,0.0622,1.22
wbm-2-17557,Fe1 Cu1 Br4,A4BC_pearson_82_g_a_c:Br-Cu-Fe,0.1191,0.0753,0.23
mp-4609,Hf2 Si2 O8,AB4C_pearson_141_a_h_b:Hf-O-Si,5.0816,0.123,5.3063
wbm-1-43608,Cs1 In1 Mo2 O8,ABC2D8_pearson_164_a_b_d_di:Cs-In-Mo-O,3.9164,0.0499,4.03
wbm-3-57037,Sr2 Mg2 Se2 O2,ABCD_pearson_186_a_a_b_b:Mg-O-Se-Sr,2.8952,0.0757,2.85
mp-27336,Cs4 Cu4 Br12,A3BC_pearson_20_ab2c_ab_c:Br-Cs-Cu,2.1076,0.0736,0.3765
mp-867725,Tb6 Sb2 O14,A7BC3_pearson_2_7i_ab_3i:O-Sb-Tb,2.7814,0.1263,2.9753
mp-1191034,Na4 Cd4 Sb4 S12,ABC3D_pearson_15_2e_f_3f_f:Cd-Na-S-Sb,1.714,0.0343,1.5655
wbm-3-15196,Co2 Pd1 Cl8,A8B2C_pearson_12_2ij_i_a:Cl-Co-Pd,0.3131,0.0783,0.29
mp-571124,Cs2 K1 Sc1 Cl6,A6B2CD_pearson_225_e_c_a_b:Cl-Cs-K-Sc,4.0089,0.0617,4.0621
mp-5914,Li12 B4 N8,AB3C2_pearson_141_e_eg_h:B-Li-N,0.9753,0.2068,3.4434
mp-15113,Na4 Si6 O14,A2B7C3_pearson_15_f_e3f_cf:Na-O-Si,0.2908,0.3802,4.9429
mp-1193947,Bi2 W4 Cl16 O4,AB8C2D2_pearson_2_i_8i_2i_2i:Bi-Cl-O-W,2.6678,0.1357,1.8132
wbm-1-43511,Cu1 As1 W2 O8,ABC8D2_pearson_1_a_a_8a_2a:As-Cu-O-W,1.6676,0.1583,1.48
wbm-1-15564,Ca2 Zn1 F6,A2B6C_pearson_139_e_cde_a:Ca-F-Zn,4.5017,0.1406,3.68
wbm-4-4665,Rb2 Be2 As2,ABC_pearson_194_c_d_a:As-Be-Rb,0.6624,0.0635,0.76
wbm-2-15782,K1 Rb2 Ni1 F6,A6BCD2_pearson_87_eh_a_b_d:F-K-Ni-Rb,1.8681,0.4836,1.35
wbm-3-32775,Rb2 Mg1 H6,A6BC2_pearson_225_e_a_c:H-Mg-Rb,1.6679,0.4956,0.19
wbm-5-15542,Yb1 Pb1 Se1 O6,A6BCD_pearson_149_l_a_c_f:O-Pb-Se-Yb,1.257,0.1033,1.34
mp-1516403,Na1 Sr1 Sm1 W1 O6,AB6CDE_pearson_216_c_f_a_d_b:Na-O-Sm-Sr-W,2.8957,0.0385,2.8736
wbm-1-42946,Sm2 Ti1 Zn1 O6,A6B2CD_pearson_146_2b_2a_a_a:O-Sm-Ti-Zn,3.3239,0.0525,3.28
mp-1189043,Cs4 K4 C8,A2BC_pearson_62_d_c_c:C-Cs-K,3.2986,0.2141,3.4761
wbm-3-64928,Ce1 Ag2 Sn1 S4,A2BC4D_pearson_42_b_a_cd_a:Ag-Ce-S-Sn,0.1322,0.0656,0.05
wbm-1-10001,Fe2 Cl6,A3B_pearson_12_g2i_i:Cl-Fe,0.6218,0.1796,0.57
mp-569842,Ba12 Si4 I8,A3B2C_pearson_70_fh_2e_e:Ba-I-Si,1.2212,0.1529,0.2539
mp-1096209,Li1 Be2 Pt1,A2BC_pearson_71_e_a_b:Be-Li-Pt,1.3352,0.0988,0.397
mp-1220266,Nd3 Ho1 Zr4 O14,AB3C14D4_pearson_166_a_d_c2h_be:Ho-Nd-O-Zr,3.32,0.1918,3.1138
mp-1211886,K8 Nd4 I20,A5B2C_pearson_62_3cd_d_c:I-K-Nd,3.0107,0.0591,3.041
mp-1197742,In12 Te30,A2B5_pearson_15_3f_e7f:In-Te,0.9534,0.0583,0.8515
mp-768661,Na2 Fe2 C2 S2 O14,ABCD7E_pearson_4_a_a_a_7a_a:C-Fe-Na-O-S,0.6211,0.5808,1.7644
mp-707727,H8 C8 N8 O4,A2B2C2D_pearson_62_2c_2c_2c_c:C-H-N-O,4.8642,0.6028,3.9308
wbm-2-45094,Mo2 Se8 I2,ABC4_pearson_2_i_i_4i:I-Mo-Se,1.2661,0.0661,1.32
wbm-3-64866,Rb2 Zn4 S6,AB3C2_pearson_1_2a_6a_4a:Rb-S-Zn,1.6846,0.1707,1.05
wbm-1-48792,Cu4 As4 S8,ABC2_pearson_62_c_c_2c:As-Cu-S,0.6414,0.1281,0.44
mp-20217,Eu4 P4 S12,ABC3_pearson_14_e_e_3e:Eu-P-S,0.3634,0.1055,0.7967
mp-18369,Ta4 Mn2 Zn4 O16,AB8C2D2_pearson_15_e_4f_f_f:Mn-O-Ta-Zn,1.6638,0.3933,1.9115
mp-759739,V6 O3 F15,A5BC2_pearson_149_2j3k_j_l:F-O-V,0.4032,0.1115,0.8596
mp-1246362,Ca6 Sb4 N8,A3B4C2_pearson_15_ef_2f_f:Ca-N-Sb,1.2023,0.078,1.5422
mp-562742,Co6 P8 Pb2 O28,A3B14C4D_pearson_14_ae_7e_2e_b:Co-O-P-Pb,0.1928,0.2067,3.0652
mp-28537,As8 Pb4 O16,A2B4C_pearson_14_2e_4e_e:As-O-Pb,3.1186,0.0768,3.0924
wbm-1-36523,Ca1 Mn1 O2,ABC2_pearson_123_a_d_bc:Ca-Mn-O,0.9148,0.1325,1.14
wbm-3-65370,Sr2 S1 Br2,A2BC2_pearson_166_c_a_c:Br-S-Sr,3.6432,0.055,3.73
mp-2131,Sr2 N12,A6B_pearson_70_eh_a:N-Sr,2.6112,0.1689,3.6681
mp-755420,Sr2 Sm4 O8,A4B2C_pearson_63_acf_f_c:O-Sm-Sr,2.9432,0.0726,3.0504
mp-505607,In4 Ag4 Ge2 Se12,A2BC2D6_pearson_9_2a_a_2a_6a:Ag-Ge-In-Se,0.201,0.1002,0.437
mp-1302630,Li4 Ti2 V6 O16,A2B8CD3_pearson_5_2c_8c_c_ab2c:Li-O-Ti-V,0.7714,0.2408,0.9947
wbm-3-53749,Tm2 Ga1 Sb1 O6,AB6CD2_pearson_148_a_f_b_c:Ga-O-Sb-Tm,2.0164,0.0973,2.26
mp-30529,B20 H44,A5B11_pearson_14_5e_11e:B-H,6.6594,0.9042,4.7472
wbm-2-23578,La4 Ir8,A2B_pearson_194_ah_f:Ir-La,0.0747,0.0321,0.08
wbm-2-50090,Ti4 Se6,A3B2_pearson_12_3i_2i:Se-Ti,0.2974,0.0628,0.01
wbm-3-23190,Nd1 Au1 F6,AB6C_pearson_148_a_f_b:Au-F-Nd,0.6906,0.0523,0.59
wbm-1-13424,Cs2 Cu6 Se4,AB3C2_pearson_12_i_3i_2i:Cs-Cu-Se,0.3811,0.0973,0.2
mp-1078469,Cu2 P2 N4,AB2C_pearson_122_a_d_b:Cu-N-P,1.399,0.114,1.9626
wbm-3-44517,Y2 Pd2 N6,A3BC_pearson_12_3i_i_i:N-Pd-Y,0.8131,0.053,0.78
wbm-1-16555,Na1 Tm2 F7,A7BC2_pearson_166_a3c_b_c:F-Na-Tm,7.0538,0.1179,7.02
mp-774467,Li2 V2 O4,AB2C_pearson_12_i_2i_i:Li-O-V,1.2198,0.2093,0.6767
mp-850855,Mn4 O2 F6,A3B2C_pearson_63_ce_ac_c:F-Mn-O,0.119,0.0777,0.3849
mp-690517,La4 Ni2 O8,A2BC4_pearson_36_2a_a_4a:La-Ni-O,2.4003,0.2662,2.1761
mp-697087,Sb2 H4 N6 F12,A6B2C3D_pearson_26_2a2c_c_3b_a:F-H-N-Sb,2.4217,0.1765,0.1157
mp-23872,Ca6 Al4 H12 S2 O16 F16,A2B3C8D6E8F_pearson_15_f_ef_4f_3f_4f_e:Al-Ca-F-H-O-S,6.0702,0.5352,5.7408
mp-1520035,Ca1 Nd1 Fe1 Sn1 O6,ABCD6E_pearson_216_c_a_d_f_b:Ca-Fe-Nd-O-Sn,2.1239,0.0713,2.208
mp-850214,Li2 Fe2 Co2 O8,ABCD4_pearson_74_c_a_b_hi:Co-Fe-Li-O,0.3077,0.1375,0.6701
wbm-1-31660,Ca6 Sb2 N2,A3BC_pearson_194_h_a_c:Ca-N-Sb,0.7276,0.0372,0.66
wbm-4-27969,Yb1 Al2 P2 O7,A2B7C2D_pearson_155_c_af_c_b:Al-O-P-Yb,4.1647,0.2196,4.22
mp-563,C6 N8,A3B4_pearson_227_ad_e:C-N,3.6233,0.5903,0.9369
mp-766049,Li8 V8 Si8 O32,AB4CD_pearson_29_2a_8a_2a_2a:Li-O-Si-V,2.5478,0.2077,2.5734
mp-6449,Cd2 Cu4 Si2 S8,AB2C4D_pearson_31_a_b_2ab_a:Cd-Cu-S-Si,0.7169,0.1007,0.9866
mp-34591,Nb4 Fe4 O16,ABC4_pearson_33_a_a_4a:Fe-Nb-O,1.8922,0.0641,2.1525
mp-753331,Li2 Ni4 O4 F2,ABC2D2_pearson_129_c_c_2c_2c:F-Li-Ni-O,1.9957,0.1353,2.2547
wbm-1-30959,Pr2 Mo2 N6,AB3C_pearson_11_e_3e_e:Mo-N-Pr,1.2669,0.0545,1.28
mp-1190755,Y4 B16 W4,A4BC_pearson_55_4h_g_g:B-W-Y,0.5721,0.1116,0.569
wbm-2-42732,Nd2 S6,AB3_pearson_63_c_cg:Nd-S,0.1763,0.034,0.14
mp-1025349,Sr2 Zr1 O4,A4B2C_pearson_139_ce_e_a:O-Sr-Zr,3.0999,0.1315,3.1054
wbm-1-41899,Ba2 Y2 O5,A2B5C2_pearson_123_ab_ci_h:Ba-O-Y,2.1773,0.0775,2.1
wbm-1-24245,Li3 Sc2 V1 O6,A3B6C2D_pearson_12_ai_3i_i_c:Li-O-Sc-V,1.8072,0.1046,1.97
wbm-1-48843,Tb4 Cu4 S8,AB2C_pearson_62_c_2c_c:Cu-S-Tb,1.6605,0.0533,1.57
mp-561065,Mg2 Ti4 P4 O20,AB10C2D2_pearson_14_a_5e_e_e:Mg-O-P-Ti,0.9846,0.7313,3.1269
mp-30905,Ba12 B8 N16,A2B3C4_pearson_19_2a_3a_4a:B-Ba-N,1.544,0.1131,2.5259
wbm-2-36918,Tm1 Tl1 W2 O8,A8BCD2_pearson_164_di_a_b_d:O-Tl-Tm-W,4.668,0.0701,4.72
mp-753315,Mg3 Zn1 O4,A3B4C_pearson_65_af_gj_b:Mg-O-Zn,2.3255,0.2065,3.1534
mp-559377,I4 O4 F12,A3BC_pearson_19_3a_a_a:F-I-O,3.2508,0.3114,3.6374
mp-1227081,Ca1 Th1 V2 O8,AB8CD2_pearson_119_a_2i_c_bd:Ca-O-Th-V,2.4946,0.1166,3.0566
mp-29334,K8 Pu4 Cl20,A5B2C_pearson_62_3cd_d_c:Cl-K-Pu,0.3594,0.098,0.1145
mp-755501,Li4 Co2 Sn2 O8,AB2C4D_pearson_10_b_dh_mn_c:Co-Li-O-Sn,1.1838,0.2154,1.7114
wbm-3-55288,Th2 Ti1 Fe1 O6,AB6C2D_pearson_148_a_f_c_b:Fe-O-Th-Ti,1.002,0.7322,0.32
mp-27678,Y4 Cl6,A3B2_pearson_12_3i_2i:Cl-Y,0.7668,0.0679,0.8567
mp-757018,Li4 Co4 P4 O16,ABC4D_pearson_15_f_f_4f_f:Co-Li-O-P,1.9147,0.6206,2.809
mp-1228479,Al2 Zn1 Se2 S2,A2B2C2D_pearson_5_ab_c_c_a:Al-S-Se-Zn,2.3593,0.1152,2.3719
mp-2232,C2 S4,AB2_pearson_64_a_f:C-S,1.9658,0.4461,3.5558
wbm-2-4021,Te4 As4 Br4,ABC_pearson_11_e_e_e:As-Br-Te,1.0397,0.0487,0.96
mp-1093944,Ta1 V1 Tc2,AB2C_pearson_71_a_e_b:Ta-Tc-V,0.1673,0.0631,0.0573
wbm-1-32519,K2 Na4 As2,ABC2_pearson_59_a_b_e:As-K-Na,0.0866,0.0308,0.03
mp-541426,Ba6 Ni5 O15,A6B5C15_pearson_155_de_a2c_e2f:Ba-Ni-O,0.4378,0.3831,0.0098
wbm-1-31036,Ho3 Ti2 N3 O4,A3B3C4D2_pearson_5_ac_ac_2c_c:Ho-N-O-Ti,1.1668,0.0389,1.76
wbm-1-37494,Ag2 Pd2 O4,AB2C_pearson_12_i_2i_ad:Ag-O-Pd,0.1425,0.0348,0.19
wbm-4-26078,Ba2 Sm1 U1 O6,A2B6CD_pearson_87_d_eh_a_b:Ba-O-Sm-U,0.7744,0.0385,0.73
wbm-1-37876,V1 Ag1 O2,AB2C_pearson_166_a_c_b:Ag-O-V,0.7335,0.1073,1.04
mp-1210501,Na4 Mn6 P6 O24,A3B2C12D3_pearson_15_ef_ae_6f_ef:Mn-Na-O-P,0.2922,0.1596,0.0619
mp-779161,Na8 Bi4 B8 S2 O32,A4B2C4D16E_pearson_70_h_c_ef_4h_b:B-Bi-Na-O-S,2.0453,0.1665,0.0779
wbm-2-26962,Cs2 Er2 Mg2 Te6,ABCD3_pearson_63_c_a_c_cf:Cs-Er-Mg-Te,1.7672,0.0342,1.75
mp-560187,Sr4 Cu4 As8 O28,A2BC7D_pearson_14_2e_e_7e_e:As-Cu-O-Sr,0.3593,0.1529,0.5426
wbm-2-13848,In2 Cu1 Br8,A8BC2_pearson_12_2ij_a_i:Br-Cu-In,0.2959,0.0634,0.5
mp-1111459,K3 In1 I6,A6BC3_pearson_225_e_a_bc:I-In-K,1.1718,0.1065,1.2818
mp-1202242,Na4 Mg4 H8 C12 O28,A3B2CDE7_pearson_14_3e_2e_e_e_7e:C-H-Mg-Na-O,2.8979,0.2956,3.6929
wbm-3-63586,Cs2 Zn2 Cu2 S4,ABC2D_pearson_67_g_c_m_b:Cs-Cu-S-Zn,2.0179,0.0518,2.25
mp-24662,Rb8 Mg6 H20,A10B3C4_pearson_64_e2fg_af_2f:H-Mg-Rb,2.2138,0.1629,3.4262
mp-10778,Rb1 Pr1 Se2,ABC2_pearson_166_a_b_c:Pr-Rb-Se,1.9429,0.0427,1.9798
mp-753222,Fe4 Co2 O8,AB2C4_pearson_227_a_d_e:Co-Fe-O,1.5516,0.2595,1.5511
wbm-1-9763,Ge1 Cl2,A2B_pearson_166_c_a:Cl-Ge,2.7231,0.1031,2.55
mp-1218294,Sr1 Eu1 Te2,ABC2_pearson_123_a_b_h:Eu-Sr-Te,0.0616,0.0208,0.0772
mp-1214450,Ba1 Nb6 H1 O16,ABC6D16_pearson_71_a_c_fm_2e3m:Ba-H-Nb-O,1.5973,0.0843,1.4865
mp-1222018,Mn2 Cr3 Fe1 O8,A3BC2D8_pearson_166_d_a_c_ch:Cr-Fe-Mn-O,0.8012,0.4714,1.8039
wbm-3-52290,Er1 P2 Cl1 O4,ABC4D2_pearson_123_a_b_i_h:Cl-Er-O-P,0.0626,0.0477,0.07
mp-1220265,Nd8 Cd2 Si6 O26,AB4C13D3_pearson_173_b_bc_a4c_c:Cd-Nd-O-Si,0.2587,0.1135,3.4302
mp-1211303,K1 Hg5 Br11,A11B5C_pearson_12_ci2j_bj_a:Br-Hg-K,2.218,0.0652,2.1377
mp-849732,Li1 Sb1 Te3 O12,AB12CD3_pearson_3_a_6e_a_bcd:Li-O-Sb-Te,1.4186,0.4723,1.3328
wbm-3-59407,Yb2 P2 Au2,ABC_pearson_194_c_d_a:Au-P-Yb,0.0969,0.0488,0.25
mp-14383,K8 Ge8 P8 O40,ABC5D_pearson_33_2a_2a_10a_2a:Ge-K-O-P,3.8511,0.0941,3.2292
wbm-3-55313,Er2 Ti1 Ni1 O6,A2BC6D_pearson_146_2a_a_2b_a:Er-Ni-O-Ti,3.1318,0.1258,3.14
wbm-1-21387,Yb2 H2 O4,AB2C_pearson_1_2a_4a_2a:H-O-Yb,1.549,0.4095,3.14
wbm-1-38641,Fe4 O6,A2B3_pearson_148_abc_f:Fe-O,1.1373,0.4715,0.75
mp-5038,Cs2 Ga2 S4,ABC2_pearson_15_e_e_f:Cs-Ga-S,3.101,0.0668,3.063
mp-1183211,B1 Sb1 O3,AB3C_pearson_221_b_c_a:B-O-Sb,0.9581,0.2601,2.4005
wbm-1-50114,Mn1 Zn3 S4,AB4C3_pearson_215_a_e_c:Mn-S-Zn,0.472,0.1316,1.29
mp-1212030,Ir1 N7 Cl1 O6,ABC7D6_pearson_107_a_a_abc_bd:Cl-Ir-N-O,0.2354,0.0347,0.3003
wbm-3-64213,La2 Cu2 Sn2 S6,ABC3D_pearson_11_e_a_ef_e:Cu-La-S-Sn,1.4231,0.0475,1.41
mp-19330,Ca2 Mo2 O8,ABC4_pearson_88_a_b_f:Ca-Mo-O,3.6338,0.0515,3.5007
mp-1202659,K4 P8 O32,AB8C2_pearson_14_e_8e_2e:K-O-P,0.1956,0.2513,0.003
mp-556198,Na8 Si12 O28,A2B7C3_pearson_14_2e_7e_3e:Na-O-Si,4.5937,0.117,4.3072
mp-767403,Li20 Sb4 S4,A5BC_pearson_62_c2d_c_c:Li-S-Sb,1.2785,0.5697,1.1225
wbm-2-47066,Si4 Br4 Cl4,ABC_pearson_62_c_c_c:Br-Cl-Si,2.3916,0.1035,2.42
mp-772521,Li16 Ti2 O12,A8B6C_pearson_185_b2c_abc_a:Li-O-Ti,3.2449,0.0784,3.9931
wbm-2-37034,Lu2 Cd2 Sb2 O2,ABCD_pearson_129_a_c_b_c:Cd-Lu-O-Sb,0.2644,0.0595,0.31
wbm-1-56299,Ce1 Sn1 Pt1,ABC_pearson_216_a_c_b:Ce-Pt-Sn,0.0502,0.0174,0.06
mp-11019,Ga2 Cu2 O4,ABC2_pearson_194_c_a_f:Cu-Ga-O,0.5623,0.0628,0.799
wbm-1-15072,Rb2 P2 Br2 F6,AB3CD_pearson_2_i_3i_i_i:Br-F-P-Rb,4.2235,0.2553,3.62
wbm-1-45546,Sr2 P1 Cl1,ABC2_pearson_166_a_b_c:Cl-P-Sr,1.5556,0.0603,1.56
mp-676498,Gd4 Pb2 S8,A2BC4_pearson_122_d_a_e:Gd-Pb-S,1.8302,0.0867,1.2455
mp-556986,Er8 B8 Cl8 O20,A2B2C2D5_pearson_55_2g_2h_2g_5g:B-Cl-Er-O,4.9813,0.1262,5.0907
wbm-1-52454,Rb2 Nb2 Se4,ABC2_pearson_194_b_a_f:Nb-Rb-Se,0.5601,0.0461,0.68
mp-1106125,Cs4 H4 S4 O8,ABC2D_pearson_12_2i_j_2ij_2i:Cs-H-O-S,4.3453,0.1041,3.8559
wbm-3-7955,Sr3 B2 O6,A2B6C3_pearson_12_i_ij_ai:B-O-Sr,3.4274,0.1029,3.46
wbm-2-47556,Mn4 In4 Si4,ABC_pearson_62_c_c_c:In-Mn-Si,0.3337,0.0603,0.26
mp-756448,La4 Mg4 I20,A5BC_pearson_62_5c_c_c:I-La-Mg,1.4679,0.398,2.0176
mp-755835,Li2 Bi2 B4 O10,A2BCD5_pearson_4_2a_a_a_5a:B-Bi-Li-O,3.3312,0.1058,3.265
mp-961712,Ta1 Tl1 Pt1,ABC_pearson_216_c_a_b:Pt-Ta-Tl,0.6339,0.0773,1.0451
wbm-2-15916,Yb1 Mn1 F6,A6BC_pearson_148_f_a_b:F-Mn-Yb,2.7315,0.1553,2.99
mp-24422,Ca2 H2 Br2,ABC_pearson_129_c_c_a:Br-Ca-H,3.6304,0.1685,4.1669
mp-1030165,Te4 Mo2 W2 Se4,AB2C2D_pearson_156_2a_4b_4a_2b:Mo-Se-Te-W,0.5264,0.2692,0.8038
mp-8187,K4 Zn2 O4,A2B2C_pearson_72_j_j_a:K-O-Zn,1.989,0.0945,1.9792
mp-1096358,Ti1 Cd1 Cu2,AB2C_pearson_71_a_e_b:Cd-Cu-Ti,0.0222,0.0243,0.1427
mp-16433,Ca4 Ga4 O10,A2B2C5_pearson_46_c_ab_b2c:Ca-Ga-O,1.9612,0.2585,2.3148
mp-1227604,Ba2 Sr2 V8 Ni8 O32,AB4C16DE4_pearson_120_b_eh_4i_c_i:Ba-Ni-O-Sr-V,2.2318,0.1812,3.2313
wbm-4-22997,Cs2 Na1 Rh1 Cl6,A6B2CD_pearson_225_e_c_a_b:Cl-Cs-Na-Rh,1.1503,0.1088,1.33
wbm-2-4288,Pr4 As4 Au4,ABC_pearson_194_f_f_ab:As-Au-Pr,0.0922,0.0271,0.08
wbm-1-42114,Ba2 Ca1 Mo1 O6,A2BCD6_pearson_12_i_a_d_ij:Ba-Ca-Mo-O,2.3481,0.0781,2.38
mp-26896,Li2 V2 P4 O16,AB8C2D_pearson_15_e_4f_f_a:Li-O-P-V,1.5255,0.4225,1.3015
mp-1189572,As8 S12,A2B3_pearson_2_4i_6i:As-S,1.3207,0.2033,2.001
wbm-1-21417,K2 H2 S2 O6,ABC3D_pearson_2_i_i_3i_i:H-K-O-S,3.4666,0.3281,4.79
wbm-5-7196,Pr1 V1 F6,A6BC_pearson_12_ij_a_d:F-Pr-V,2.3128,0.04,2.43
mp-1113407,Cs1 Rb2 Gd1 Cl6,A6BCD2_pearson_225_e_a_b_c:Cl-Cs-Gd-Rb,3.267,0.0891,3.2204
wbm-2-40394,Rb2 Te4 Pt3,A3B2C4_pearson_69_ac_g_n:Pt-Rb-Te,0.8606,0.0857,0.91
mp-1035754,Mg14 Zn1 Cd1 O16,AB14C16D_pearson_123_a_fjmo_bdekln_c:Cd-Mg-O-Zn,0.5158,0.38,2.7199
wbm-3-23337,Rb1 Tl2 Au1 F6,AB6CD2_pearson_225_a_e_b_c:Au-F-Rb-Tl,0.7388,0.0657,0.76
mp-21611,Na8 In4 Cu4 F28,AB7CD2_pearson_62_a_3c2d_c_bc:Cu-F-In-Na,1.1459,0.3118,0.1037
wbm-1-40383,Ca1 Hg3 O4,AB3C4_pearson_65_a_bf_gj:Ca-Hg-O,0.1599,0.0339,0.12
mp-1200600,U4 H16 O24,A4B6C_pearson_62_2d_2c2d_c:H-O-U,2.2955,0.0906,2.0684
mp-753625,Li32 Mn4 O20 F4,AB8CD5_pearson_1_a_8a_a_5a:F-Li-Mn-O,2.7162,0.2041,1.9777
mp-3236,Pr2 S1 O2,A2B2C_pearson_164_d_d_a:O-Pr-S,3.0883,0.0691,3.0053
wbm-2-36970,Ta1 In1 Br4 O1,A4BCD_pearson_5_2c_b_a_a:Br-In-O-Ta,1.3221,0.1145,1.06
wbm-3-39243,K2 Ce2 Mg2 Se6,ABCD3_pearson_63_a_c_c_cf:Ce-K-Mg-Se,0.0268,0.0186,0.05
mp-1111154,K3 Tm1 Cl6,A6B3C_pearson_225_e_ac_b:Cl-K-Tm,4.71,0.0735,4.7088
mp-555388,K4 S4 N2 O14,A2BC7D2_pearson_2_2i_i_7i_2i:K-N-O-S,0.7178,1.0246,1.9601
wbm-3-541,La2 Eu2 Ag2 Te6,ABCD3_pearson_63_c_c_a_cf:Ag-Eu-La-Te,0.2483,0.053,0.28
wbm-1-52256,Er2 Ag2 Se4,ABC2_pearson_8_2a_2a_4a:Ag-Er-Se,0.7915,0.0411,0.84
wbm-1-44340,In2 I2 O2,ABC_pearson_59_a_b_a:I-In-O,1.1757,0.1207,0.99
mp-20076,K1 Cr1 F6,AB6C_pearson_148_a_f_b:Cr-F-K,1.3493,0.1065,1.4953
mp-776264,Li2 Fe2 F8,A4BC_pearson_15_2f_c_e:F-Fe-Li,3.1673,0.0868,3.2364
mp-756354,Sr2 Sc4 O8,A4B2C_pearson_63_acf_f_c:O-Sc-Sr,2.9323,0.066,2.7684
mp-1222519,Li2 Fe6 Si2 P2 O16,A3BC8DE_pearson_11_a2e_d_4e2f_e_e:Fe-Li-O-P-Si,2.6017,0.3954,3.5642
wbm-2-36281,Ba2 Zr1 W1 O6,A2B6CD_pearson_225_c_e_a_b:Ba-O-W-Zr,1.1323,0.1854,1.09
mp-1112143,Cs2 Na1 Pr1 Cl6,A6B2CD_pearson_225_e_c_a_b:Cl-Cs-Na-Pr,4.951,0.0739,5.0081
wbm-2-15792,K1 Rb2 Er1 F6,AB6CD2_pearson_2_b_3i_c_i:Er-F-K-Rb,6.1232,0.1235,6.26
