material_id,formula,wyckoff,bandgap_pred_n0,bandgap_target
mp-754718,Na2 Cu2 O4,ABC2_pearson_36_a_a_2a:Cu-Na-O,0.6236,0.9315
wbm-1-57638,Cs4 Te2,A2B_pearson_194_ac_d:Cs-Te,1.5091,1.65
mp-697111,H8 O4,A2B_pearson_36_2ab_2a:H-O,5.3581,5.5306
mp-1213002,Eu4 Ho8 O16,AB2C4_pearson_62_c_2c_4c:Eu-Ho-O,0.2858,0.4119
mp-4160,Tl12 P4 Se16,AB4C3_pearson_62_c_2cd_cd:P-Se-Tl,1.1248,1.4838
mp-28546,Eu8 Cl12 O2,A6B4C_pearson_186_2c_bc_b:Cl-Eu-O,0.8828,0.9888
mp-1210368,Na8 Pb4 O12,A2B3C_pearson_15_cef_3f_2e:Na-O-Pb,0.875,1.2504
mp-1190565,Gd1 H9 C5 N2 O8,A5BC9D2E8_pearson_5_a2c_b_a4c_c_4c:C-Gd-H-N-O,2.8118,3.041
mp-759648,Li14 V2 O10 F2,AB7C5D_pearson_2_i_7i_5i_i:F-Li-O-V,1.5247,1.8174
mp-1232279,Tm4 Mg2 S8,AB4C2_pearson_227_a_e_d:Mg-S-Tm,1.8235,1.898
wbm-5-6213,Tb1 Ag1 F6,AB6C_pearson_148_a_f_b:Ag-F-Tb,0.4841,0.5
mp-7339,Ba4 Si4 O12,AB3C_pearson_19_a_3a_a:Ba-O-Si,4.4496,4.5394
mp-31303,Pr8 Se6 N4,A2B4C3_pearson_15_f_2f_ef:N-Pr-Se,1.5137,1.4027
mp-28204,Cs4 H28 O16,AB7C4_pearson_14_e_7e_4e:Cs-H-O,4.8183,4.589
mp-696853,Ca2 Zn2 Si2 H4 O10,AB2C5DE_pearson_9_a_2a_5a_a_a:Ca-H-O-Si-Zn,3.7164,3.7976
wbm-1-39218,K2 Na2 V2 O6,ABC3D_pearson_15_e_e_ef_e:K-Na-O-V,2.7755,2.08
mp-1640617,Ca2 La2 Fe2 W2 O12,ABCD6E_pearson_7_a_a_a_6a_a:Ca-Fe-La-O-W,2.3075,0.2785
mp-1080321,Ce4 Se8,AB2_pearson_12_2i_4i:Ce-Se,0.6782,0.6628
mp-1244754,V8 Zn2 O18,A9B4C_pearson_85_a2g_g_c:O-V-Zn,2.4583,1.9529
wbm-3-10933,Yb1 Pt1 C2 O6,A2B6CD_pearson_2_i_3i_b_c:C-O-Pt-Yb,2.1124,2.13
mp-1570825,Zn2 Cr2 P4 O14,AB7C2D_pearson_2_i_7i_2i_i:Cr-O-P-Zn,1.9584,2.8971
wbm-1-3540,Yb2 As1 I1,ABC2_pearson_166_a_b_c:As-I-Yb,1.3253,1.48
mp-29297,Cd6 Cl4 O4,A3B2C2_pearson_14_ae_e_e:Cd-Cl-O,1.48,1.7241
mp-771345,Li12 Ni4 P4 C4 O28,AB3CD7E_pearson_4_a_3a_a_7a_a:C-Li-Ni-O-P,3.9889,3.7967
mp-4524,Zn2 Ge2 P4,AB2C_pearson_122_a_d_b:Ge-P-Zn,0.6664,1.2026
mp-1215668,Zn1 Cu2 Sn1 Se2 S2,A2B2C2DE_pearson_42_b_c_d_a_a:Cu-S-Se-Sn-Zn,0.2162,0.0246
mp-26982,Mn2 P4 O14,AB7C2_pearson_4_a_7a_2a:Mn-O-P,0.6657,0.98
mp-1246642,Ru2 C12 N18,A6B9C_pearson_63_gh_cfgh_c:C-N-Ru,1.0992,0.6764
wbm-1-38064,Al2 Sb2 O6,AB3C_pearson_160_a_b_a:Al-O-Sb,2.5227,3.08
mp-560449,K3 Ni2 F7,A7B3C2_pearson_139_aeg_be_e:F-K-Ni,4.249,3.7376
wbm-2-22806,La1 In1 Te2,ABC2_pearson_166_a_b_c:In-La-Te,0.4012,0.56
mp-1182145,C4 N8 O4,AB2C_pearson_14_e_2e_e:C-N-O,1.0574,0.3187
wbm-4-25091,Al2 Sn2 O6,AB3C_pearson_162_c_k_e:Al-O-Sn,2.4654,1.82
wbm-3-15194,Ba1 Np2 Cl8,AB8C2_pearson_12_a_gij_h:Ba-Cl-Np,0.1649,0.19
wbm-1-42084,Ca3 Mo1 O6,A3BC6_pearson_225_ac_b_e:Ca-Mo-O,2.1968,2.25
mp-1203541,K4 Ga4 Se8 O24,ABC6D2_pearson_62_c_c_2c2d_2c:Ga-K-O-Se,3.3637,3.2192
mp-1204714,Ca16 Nb4 Ga4 O32,A4BCD8_pearson_14_4e_e_e_8e:Ca-Ga-Nb-O,3.4484,3.2826
wbm-2-45163,Ba1 Hg2 Se1,AB2C_pearson_225_a_c_b:Ba-Hg-Se,0.2578,0.02
wbm-2-34065,K4 Tm2 O6,A2B3C_pearson_12_adg_ij_h:K-O-Tm,0.139,0.2
mp-610992,Hg1 C2 S2 N2,A2BC2D2_pearson_5_c_a_c_c:C-Hg-N-S,2.0604,2.1848
mp-1219649,Rb2 W1 O2 F4,A4B2C2D_pearson_12_j_i_i_a:F-O-Rb-W,3.3309,3.1963
mp-2763,Nd2 O3,A2B3_pearson_164_d_ad:Nd-O,3.949,3.9389
mp-560493,Ba4 V2 Cu6 S12,A2B3C6D_pearson_15_f_ef_3f_e:Ba-Cu-S-V,0.5594,0.6846
wbm-3-9385,Nb3 B3 Rh6,ABC2_pearson_181_d_c_i:B-Nb-Rh,0.0969,0.16
wbm-1-42751,Ba2 U1 Sb1 O6,A2B6CD_pearson_225_c_e_a_b:Ba-O-Sb-U,0.7767,0.85
wbm-1-43515,Gd1 Cu1 W2 O8,ABC8D2_pearson_2_b_d_4i_i:Cu-Gd-O-W,1.3721,1.05
wbm-4-21100,U4 Mn4 Bi4,ABC_pearson_62_c_c_c:Bi-Mn-U,0.0102,0.19
mp-1103054,Cd2 S2 O8,AB4C_pearson_156_ac_ab2d_ab:Cd-O-S,3.6286,1.5751
mp-1192731,Eu8 B4 I4 N8,AB2CD2_pearson_11_2e_4e_2e_4e:B-Eu-I-N,0.052,0.1855
wbm-1-7620,C8 Se16 N8,ABC2_pearson_14_2e_2e_4e:C-N-Se,1.955,2.24
mp-1222263,Lu1 Pa1 O4,AB4C_pearson_123_a_i_d:Lu-O-Pa,2.5799,2.7337
wbm-1-37995,La4 Ag4 O12,ABC3_pearson_57_d_d_ce:Ag-La-O,0.9257,1.14
mp-1114541,K1 Rb2 Lu1 Cl6,A6BCD2_pearson_225_e_a_b_c:Cl-K-Lu-Rb,4.832,4.9188
mp-1216098,Y4 Mg1 S7,AB7C4_pearson_8_a_7a_4a:Mg-S-Y,1.1679,1.064
mp-8601,Te8 Mo6,A3B4_pearson_148_f_cf:Mo-Te,0.3998,0.0139
wbm-5-6269,Ba1 Pa1 F6,AB6C_pearson_225_a_e_b:Ba-F-Pa,0.7731,0.81
mp-1190479,Na2 Ni3 P2 H2 O10,A2B2C3D10E2_pearson_12_i_i_ah_3ij_i:H-Na-Ni-O-P,3.3758,3.9031
mp-776104,K16 O8,A2B_pearson_137_cdf_g:K-O,1.891,0.8929
wbm-3-53819,Pr2 Ge1 Rh1 O6,AB6C2D_pearson_12_a_ij_i_d:Ge-O-Pr-Rh,0.5952,0.66
mp-19050,Ca8 Mn4 O16,A2BC4_pearson_142_d_a_df:Ca-Mn-O,1.7472,0.375
wbm-1-55715,Si1 S1,AB_pearson_225_a_b:S-Si,0.1787,0.32
mp-570971,Sr6 Ga6 N10,A3B5C3_pearson_2_3i_5i_3i:Ga-N-Sr,1.5329,1.3619
mp-757300,Li4 Ni4 P4 O16,ABC4D_pearson_60_c_c_2d_c:Li-Ni-O-P,3.3443,3.3377
mp-1029510,Sr6 B4 N8,A2B4C3_pearson_15_f_2f_ef:B-N-Sr,2.5096,2.4274
wbm-4-32114,Np1 Sb1 Ru1,ABC_pearson_216_a_c_b:Np-Ru-Sb,0.0379,0.04
mp-1076510,K5 Na3 Ta8 O24,A5B3C24D8_pearson_123_abcf_de_jkst_r:K-Na-O-Ta,2.4051,2.1523
wbm-1-38308,Ca2 Pt2 O6,AB3C_pearson_182_c_g_b:Ca-O-Pt,1.8731,1.89
mp-755124,Cr2 Co4 O12,A2BC6_pearson_64_d_a_fg:Co-Cr-O,0.1389,0.6454
wbm-4-10516,Ta1 Cr1 F6,AB6C_pearson_71_a_el_b:Cr-F-Ta,0.2272,0.2
mp-29901,Rb8 Cd12 Te16,A3B2C4_pearson_15_3f_aef_2e3f:Cd-Rb-Te,1.1352,1.9082
mp-10804,Na2 Y2 P2 O8 F2,ABC4DE_pearson_12_i_g_2ij_i_i:F-Na-O-P-Y,5.6054,5.4907
mp-1210504,Na12 Mn4 O16,AB3C4_pearson_198_a_3a_ab:Mn-Na-O,1.6472,1.8316
mp-1245421,Ca6 Y2 N6,A3B3C_pearson_11_3e_3e_e:Ca-N-Y,0.9986,0.2004
mp-42255,Na2 Ca2 Nb4 O12 F2,ABCD2E6_pearson_74_a_e_c_bd_2ej:Ca-F-Na-Nb-O,2.9172,2.7946
mp-768311,Cs12 N4 O16,A3BC4_pearson_62_cd_c_2cd:Cs-N-O,3.4516,3.0788
mp-17524,Ge8 As16,A2B_pearson_55_2g2h_gh:As-Ge,0.568,0.7206
mp-1304268,Li10 Mn6 O16,A5B3C8_pearson_1_5a_3a_8a:Li-Mn-O,0.902,1.1759
mp-1225577,Er4 Cd1 S7,AB4C7_pearson_8_a_4a_7a:Cd-Er-S,1.1575,1.1943
mp-27687,Li8 P56,AB7_pearson_142_f_e3g:Li-P,1.717,1.656
wbm-2-25002,Li2 Ta2 Te4,ABC2_pearson_194_a_b_f:Li-Ta-Te,0.46,0.66
mp-769584,Na2 Mn2 P2 C2 O14,ABCD7E_pearson_4_a_a_a_7a_a:C-Mn-Na-O-P,0.9941,0.8661
mp-21246,Ba8 Pb4,A2B_pearson_62_2c_c:Ba-Pb,0.1162,0.0383
mp-1313685,Li8 Si4 Ni4 O16,A2BC4D_pearson_5_abc_c_4c_ab:Li-Ni-O-Si,3.029,3.8209
wbm-1-10778,Cs3 Cd2 Cl7,A2B7C3_pearson_139_e_aeg_be:Cd-Cl-Cs,3.4771,2.46
wbm-3-55828,Na1 Np1 Sb2 O7,ABC7D2_pearson_1_a_a_7a_2a:Na-Np-O-Sb,0.4082,0.48
mp-754241,Li4 Cr3 Fe1 O8,A3BC4D8_pearson_10_aj_b_ghk_mno:Cr-Fe-Li-O,1.8171,2.3208
mp-559232,H8 C12 O16,A3B2C4_pearson_92_ab_b_2b:C-H-O,3.7424,3.3161
mp-759290,Li6 Bi4 P6 O24,A2B3C12D3_pearson_15_f_cf_6f_ef:Bi-Li-O-P,3.7518,3.5627
wbm-3-56026,Dy2 Sn2 O7,A2B7C2_pearson_12_h_aij_i:Dy-O-Sn,2.4728,2.49
mp-4236,Ba3 Zn3 O6,AB2C_pearson_152_a_c_b:Ba-O-Zn,1.835,2.2892
mp-505424,V2 Cd2 Cu2 O8,ABC4D_pearson_63_a_c_fg_c:Cd-Cu-O-V,1.0771,1.1893
wbm-4-4779,Yb2 Br6,A3B_pearson_6_3a3b_ab:Br-Yb,0.992,1.4
mp-754573,Li2 Mn4 Si4 O14,AB2C7D2_pearson_9_a_2a_7a_2a:Li-Mn-O-Si,1.2089,0.7061
wbm-2-21872,Er2 H2 I4,ABC2_pearson_194_b_c_f:Er-H-I,2.9923,3.06
wbm-1-56929,Sr4 Yb4 Sn4,ABC_pearson_62_c_c_c:Sn-Sr-Yb,0.0593,0.31
wbm-1-16330,Rb3 Sc1 F6,A6B3C_pearson_87_eh_ad_b:F-Rb-Sc,6.157,6.24
mp-20725,Pb2 O4,A2B_pearson_136_f_a:O-Pb,0.5768,0.0132
mp-554766,Ag2 P2 Xe4 F20,AB10CD2_pearson_140_d_fkl_c_e:Ag-F-P-Xe,1.2363,1.3643
wbm-2-39058,Rb3 P1 S3,AB3C3_pearson_160_a_b_b:P-Rb-S,2.2955,2.7
wbm-3-23029,Er1 Mn1 F6,AB6C_pearson_148_a_f_b:Er-F-Mn,2.1387,2.37
mp-540995,Rb10 Nb6 O2 F36,A18B3CD5_pearson_108_3c3d_ac_a_bd:F-Nb-O-Rb,4.051,3.9847
wbm-3-54009,Lu2 Mg1 Mn1 O6,A2BCD6_pearson_148_c_a_b_f:Lu-Mg-Mn-O,2.1063,2.22
mp-1197463,H8 Pb4 C8 O16,A2B2C4D_pearson_19_2a_2a_4a_a:C-H-O-Pb,3.6075,3.9984
wbm-2-29749,Mg2 N1 Cl2,A2B2C_pearson_164_d_d_a:Cl-Mg-N,0.5902,0.33
wbm-5-18531,Ti2 S6,A3B_pearson_63_cg_c:S-Ti,0.7729,0.24
mp-1201290,Tc4 Sb4 H8 O8 F40,A10B2C2DE_pearson_14_10e_2e_2e_e_e:F-H-O-Sb-Tc,2.6401,2.8702
wbm-1-52741,Sr2 Se6,A3B_pearson_41_ab_a:Se-Sr,0.4628,0.57
wbm-1-44642,La2 Ag2 Se2 O2,ABCD_pearson_129_a_c_b_c:Ag-La-O-Se,1.5075,1.23
wbm-1-36522,Ca2 Bi2 I2 O4,ABCD2_pearson_63_c_c_c_e:Bi-Ca-I-O,3.0002,2.77
mp-28291,Ge2 S4 F24,A12BC2_pearson_58_2g2h_a_g:F-Ge-S,4.9197,4.9824
mp-1096526,Cs1 Rb1 I2,AB2C_pearson_71_a_e_b:Cs-I-Rb,3.5118,3.7251
mp-1015076,Cr4 N8,AB2_pearson_7_2a_4a:Cr-N,-0.0061,0.0173
mp-1094153,Ce12 Se24,AB2_pearson_163_i_g3h:Ce-Se,0.4108,0.1506
mp-1022717,Ce4 Se8,AB2_pearson_194_ab_2f:Ce-Se,0.1999,0.332
wbm-4-35828,Pr2 Si1 I2,A2B2C_pearson_166_c_c_a:I-Pr-Si,0.0632,0.11
mp-754250,Na4 Lu4 O8,ABC2_pearson_15_2e_2e_2f:Lu-Na-O,4.0066,4.0952
wbm-1-37153,K2 La2 O4,ABC2_pearson_141_a_b_e:K-La-O,3.1791,3.37
wbm-3-7987,Sm2 Zn1 B2 O6,A2B6C2D_pearson_12_i_ij_i_a:B-O-Sm-Zn,0.5987,0.72
mp-1239379,Rb2 Co1 Pb1 N6 O12,AB6C12DE2_pearson_69_a_ghi_mno_b_f:Co-N-O-Pb-Rb,0.9869,1.0031
mp-1190862,Sc16 Pd8,AB2_pearson_227_e_cf:Pd-Sc,0.2173,0.0149
wbm-3-35640,K2 Gd2 Cd2 Se6,ABCD3_pearson_63_c_a_c_cf:Cd-Gd-K-Se,1.2166,1.24
wbm-2-15426,Cs3 Cr1 F6,AB3C6_pearson_69_a_bf_gm:Cr-Cs-F,3.8827,3.91
mp-16928,Ba6 Lu2 W3 O18,A6B2C18D3_pearson_166_3c_c_3h_ac:Ba-Lu-O-W,2.5651,2.9965
wbm-1-43253,Na1 Ti1 As2 O7,A2BC7D_pearson_1_2a_a_7a_a:As-Na-O-Ti,2.1302,0.05
mp-1522255,K1 Nd1 In1 Sb1 O6,ABCD6E_pearson_216_a_c_d_f_b:In-K-Nd-O-Sb,1.2028,1.2359
mp-1225327,Dy2 Cu2 Pb2 S6,ABCD3_pearson_36_a_a_a_3a:Cu-Dy-Pb-S,1.5535,1.6686
mp-1247017,Zr4 Cr4 Cu4 S16,ABC4D_pearson_31_2a_2a_8a_2a:Cr-Cu-S-Zr,0.1376,0.2795
mp-504826,S16 N16 O8,A2BC2_pearson_14_4e_2e_4e:N-O-S,1.7639,1.916
mp-559081,Na12 Mn6 O12,AB2C2_pearson_15_ef_2e2f_3f:Mn-Na-O,0.4004,0.269
mp-1093997,Zn2 Ga2 S5,A2B5C2_pearson_166_c_a2c_c:Ga-S-Zn,0.6217,0.7774
wbm-4-3865,Yb2 B2 Pd1 O6,A2B6CD2_pearson_2_i_3i_a_i:B-O-Pd-Yb,1.4729,1.75
mp-556766,Er4 Mo4 O16 F4,ABCD4_pearson_14_e_e_e_4e:Er-F-Mo-O,3.6191,3.7578
mp-1096629,Li2 Tl1 Hg1,AB2C_pearson_71_a_e_b:Hg-Li-Tl,0.0726,0.067
mp-1113913,Na2 Li1 In1 F6,A6BCD2_pearson_225_e_a_b_c:F-In-Li-Na,4.6553,4.8684
mp-754797,Cr2 P2 H2 O10,ABC5D_pearson_2_ab_i_5i_i:Cr-H-O-P,1.0032,0.9744
mp-780362,La2 Cl6 O24,A3BC12_pearson_161_b_a_4b:Cl-La-O,0.0684,4.4896
wbm-4-23094,Na1 In1 Te2,ABC2_pearson_164_a_b_d:In-Na-Te,0.3964,0.46
wbm-1-16208,Rb2 Ce1 F6,AB6C2_pearson_164_a_i_d:Ce-F-Rb,2.9278,3.03
wbm-2-50116,Ti3 Se1 Br7,A7BC3_pearson_156_a2d_b_d:Br-Se-Ti,0.4243,0.58
wbm-1-38367,Cd2 Sb2 O6,AB3C_pearson_146_2a_2b_2a:Cd-O-Sb,1.2822,1.26
wbm-1-6828,K2 Fe1 C2 O6,A2BC2D6_pearson_166_c_a_c_h:C-Fe-K-O,3.7636,3.78
mp-866690,La17 Al4 Si9 N33,A4B17C33D9_pearson_216_e_aefg_b2e2h_c2e:Al-La-N-Si,2.3474,1.8771
wbm-2-35903,Cs1 P4 I1 O6,ABC6D4_pearson_191_a_b_i_h:Cs-I-O-P,2.631,2.53
mp-1190250,Mo2 N6 Cl12,A6BC3_pearson_84_jk_c_aj:Cl-Mo-N,0.2738,1.2126
mp-27036,Cr1 P2 O7,AB7C2_pearson_5_a_b3c_c:Cr-O-P,3.1543,0.8532
mp-1105337,Sm6 B2 S6 O6,AB3C3D3_pearson_2_i_3i_3i_3i:B-O-S-Sm,2.5331,1.5316
mp-555851,Na2 Cd3 P4 O14,A3B2C14D4_pearson_2_ai_i_7i_2i:Cd-Na-O-P,3.2129,3.0538
mp-1013544,Ca3 Sb1 As1,AB3C_pearson_221_b_c_a:As-Ca-Sb,0.5873,0.4006
mp-555540,Cr4 P12 O36,AB9C3_pearson_15_c_a4f_ef:Cr-O-P,1.1257,3.1832
mp-1197836,Co4 C4 I4 N20 O16,ABCD5E4_pearson_14_e_e_e_5e_4e:C-Co-I-N-O,0.2163,0.9436
mp-555898,K4 Cr6 Cl4 F12,A2B3C6D2_pearson_14_e_ae_3e_e:Cl-Cr-F-K,1.418,2.6337
wbm-2-15943,Na1 Cr1 F6,AB6C_pearson_148_a_f_b:Cr-F-Na,1.3517,1.33
wbm-1-39486,Bi2 Rh2 O6,AB3C_pearson_161_a_b_a:Bi-O-Rh,0.4199,0.5
mp-1294999,Sr4 Y4 Co4 O16,AB4CD_pearson_110_a_2ab_a_a:Co-O-Sr-Y,1.4381,1.2029
mp-1178406,Cr4 S4 O16,AB4C_pearson_62_a_2cd_c:Cr-O-S,2.7122,2.4446
wbm-3-35686,K2 Pr2 Hg2 Se6,ABCD3_pearson_63_c_c_a_cf:Hg-K-Pr-Se,1.2635,1.21
wbm-1-52363,In1 Bi1 Se2,ABC2_pearson_166_a_b_c:Bi-In-Se,0.0608,0.19
mp-1219101,Sm2 Ti2 Nb2 Bi4 O18,A2BC9DE_pearson_4_2a_a_9a_a_a:Bi-Nb-O-Sm-Ti,2.5831,2.722
mp-1210016,Na2 Nd2 Mg2 W2 O12,ABCD6E_pearson_4_a_a_a_6a_a:Mg-Na-Nd-O-W,3.8376,3.7878
mp-1112795,Cs2 Y1 In1 I6,A2B6CD_pearson_225_c_e_a_b:Cs-I-In-Y,2.8009,2.7337
mp-1194488,K2 Zn4 P4 O16,AB8C2D2_pearson_2_i_8i_2i_2i:K-O-P-Zn,3.6984,0.0319
mp-756745,Ba2 La2 I10,AB5C_pearson_1_2a_10a_2a:Ba-I-La,2.262,2.1335
mp-755111,Li1 V4 O1 F11,A11BCD4_pearson_3_bcd4e_a_a_2e:F-Li-O-V,1.4798,0.6551
mp-1222392,Li1 U1 I6,A6BC_pearson_5_3c_a_b:I-Li-U,0.2011,0.6481
mp-1113377,Cs2 Cu1 Bi1 Cl6,AB6C2D_pearson_225_a_e_c_b:Bi-Cl-Cs-Cu,1.0869,1.1557
mp-1209463,Rb4 Eu8 Cl20,A5B2C_pearson_14_5e_2e_e:Cl-Eu-Rb,0.9634,1.0521
mp-1191058,Dy16 Ga6 Co2,AB8C3_pearson_186_b_ab2c_c:Co-Dy-Ga,0.0833,0.0393
wbm-1-14969,K2 Pb2 F6,A3BC_pearson_161_b_a_a:F-K-Pb,4.0639,3.99
mp-1114370,Rb2 Tl1 Bi1 F6,AB6C2D_pearson_225_a_e_c_b:Bi-F-Rb-Tl,3.1762,3.3671
wbm-3-54561,Eu2 Sc1 P1 O6,A2B6CD_pearson_225_c_e_a_b:Eu-O-P-Sc,0.1621,0.33
mp-1190080,Be6 Cl12,AB2_pearson_217_d_g:Be-Cl,0.158,6.5805
wbm-3-55141,Sr2 Y1 Ta1 O6,A6B2CD_pearson_148_f_c_a_b:O-Sr-Ta-Y,3.7506,3.81
wbm-2-10182,K2 Lu2 Cl6,A3BC_pearson_2_3i_i_i:Cl-K-Lu,0.677,0.62
mp-1210762,Mg2 W2 O10,AB5C_pearson_2_i_5i_i:Mg-O-W,0.6728,0.8542
mp-6062,Y1 Al3 B4 O12,A3B4C12D_pearson_155_e_ad_2df_b:Al-B-O-Y,5.4672,5.3745
mp-1239247,Hf4 Cr4 Ag4 S16,ABCD4_pearson_62_c_c_c_4c:Ag-Cr-Hf-S,1.0712,0.9686
wbm-3-22471,Cs1 Cr1 F6,ABC6_pearson_166_a_b_h:Cr-Cs-F,1.5375,1.41
mp-755653,Li2 Fe2 F10,A5BC_pearson_15_e2f_a_e:F-Fe-Li,0.5297,0.5142
mp-1218432,Sr3 Sm1 Fe2 O8,A2B8CD3_pearson_38_ab_2a2bf_a_a2b:Fe-O-Sm-Sr,0.3037,0.053
wbm-4-27394,Sc2 Mn1 Zn1 O6,AB6C2D_pearson_12_a_ij_i_d:Mn-O-Sc-Zn,1.5747,1.13
wbm-2-15071,K2 Ni2 F6,A3BC_pearson_221_c_a_b:F-K-Ni,4.3401,4.31
wbm-1-16054,Na1 Ga2 Rh1 F6,A6B2CD_pearson_225_e_c_a_b:F-Ga-Na-Rh,1.5776,1.77
wbm-3-23807,Cs3 Mn2 F7,A3B7C2_pearson_139_ae_beg_e:Cs-F-Mn,3.3595,3.43
mp-776165,Ag4 Au4 O12,ABC3_pearson_227_c_d_f:Ag-Au-O,0.7326,0.2565
mp-696217,Na4 Cr4 O14,A2B2C7_pearson_2_2i_2i_7i:Cr-Na-O,2.4728,2.632
mp-770697,Cr8 P8 O32 F8,ABC4D_pearson_33_2a_2a_8a_2a:Cr-F-O-P,0.5662,0.0832
wbm-1-38122,Au4 O6,A2B3_pearson_15_f_ef:Au-O,0.8771,0.65
wbm-1-31083,K1 Zn1 N3 O6,AB3C6D_pearson_146_a_b_2b_a:K-N-O-Zn,2.313,2.22
wbm-2-10485,K2 Hf1 Cl6,A6BC2_pearson_164_i_a_d:Cl-Hf-K,4.0223,4.07
mp-1287641,V3 Zn2 O8,A8B3C2_pearson_12_2ij_ah_i:O-V-Zn,1.1202,1.2869
mp-754363,Ba2 Hf1 O4,A2BC4_pearson_139_e_a_ce:Ba-Hf-O,3.2835,3.5468
wbm-1-30493,Tb2 Ta2 N4 O2,A2BCD_pearson_5_2ac_2b_c_c:N-O-Ta-Tb,1.0896,1.12
mp-1078353,Mn2 Pb4 W2 O12,AB6C2D_pearson_225_a_e_c_b:Mn-O-Pb-W,2.1395,1.6774
mp-5401,Sr8 B8 O20,A2B5C2_pearson_14_2e_5e_2e:B-O-Sr,4.5175,4.2838
mp-754979,Y6 Al2 O12,AB6C3_pearson_36_a_2a2b_ab:Al-O-Y,4.0339,4.3752
mp-543040,Ga4 Te6 H12 O24,A2B6C12D3_pearson_161_2a_2b_4b_b:Ga-H-O-Te,3.4841,3.7634
wbm-2-34210,Cs2 Tm2 Pd2 O6,AB3CD_pearson_12_i_3i_i_i:Cs-O-Pd-Tm,0.732,0.74
mp-3953,Ca2 C2 O6,ABC3_pearson_167_a_b_e:C-Ca-O,4.6953,5.05
wbm-3-23579,Sr1 Th1 F6,A6BC_pearson_225_e_a_b:F-Sr-Th,6.5812,6.83
mp-1209776,Rb4 Be4 Cd2 O12 F16,A2BC8D6E2_pearson_14_e_a_4e_3e_e:Be-Cd-F-O-Rb,0.1895,0.242
mp-629088,Eu4 Ge2 Se8,A2BC4_pearson_4_2a_a_4a:Eu-Ge-Se,0.055,0.063
mp-1221176,Na4 Mn3 B1 O8,AB3C4D8_pearson_12_a_ci_2i_4i:B-Mn-Na-O,0.2346,1.8669
mp-1182271,Hf4 O12 F16,A4BC3_pearson_14_4e_e_3e:F-Hf-O,1.904,1.5811
mp-1227463,Bi3 Sb3 Te6,ABC2_pearson_156_2ab_2ac_3b3c:Bi-Sb-Te,0.6164,0.4797
mp-770638,Li4 Co2 H24 S4 O28,AB12C2D14E2_pearson_14_a_6e_e_7e_e:Co-H-Li-O-S,3.3108,3.3278
mp-675926,Li2 B2 H8,AB4C_pearson_2_i_4i_i:B-H-Li,5.9714,5.6481
mp-558602,Cs2 Al6 P12 O40,A3BC20D6_pearson_41_ab_a_10b_3b:Al-Cs-O-P,5.1364,5.4323
mp-4988,Tl8 As8 S16,AB2C_pearson_14_2e_4e_2e:As-S-Tl,1.824,1.8267
mp-23740,Mg8 P4 H4 O20,AB2C5D_pearson_62_c_ac_3cd_c:H-Mg-O-P,5.1603,4.9828
wbm-2-10472,In1 Te4 Cl6,A6BC4_pearson_2_3i_a_2i:Cl-In-Te,1.2669,0.18
mp-29676,Dy3 Al1 C1,ABC3_pearson_221_a_b_c:Al-C-Dy,0.118,0.029
mp-1194872,Mg20 Si6 O28 F8,A4B10C14D3_pearson_58_h_efgh_3g2h_ag:F-Mg-O-Si,0.162,4.739
wbm-2-401,Al2 Rh1 Br8,A2B8C_pearson_12_i_2ij_a:Al-Br-Rh,1.0014,0.88
wbm-1-10973,Zn2 Cl2,AB_pearson_12_i_i:Cl-Zn,2.719,3.25
mp-559906,U6 O16,A8B3_pearson_63_ace2g_cg:O-U,0.1672,0.0042
mp-1200994,Co2 H16 C4 N8 Cl4 O8,A2B2CD8E4F4_pearson_14_e_e_a_4e_2e_2e:C-Cl-Co-H-N-O,2.0409,0.4463
mp-753263,Li3 Cr2 Cu1 O6,A2BC3D6_pearson_12_i_a_ci_3i:Cr-Cu-Li-O,0.2338,0.1722
wbm-3-7808,Eu2 Cr1 B2 O6,A2BC2D6_pearson_2_i_a_i_3i:B-Cr-Eu-O,0.1186,0.18
mp-1225710,Cu4 Br3 Cl1,A3BC4_pearson_139_ad_b_ce:Br-Cl-Cu,0.2296,0.1357
wbm-1-43465,Nd1 Ag1 W2 O8,ABC8D2_pearson_1_a_a_8a_2a:Ag-Nd-O-W,2.3227,2.38
wbm-1-42157,Ca1 Pr2 Ti1 O6,AB6C2D_pearson_148_a_f_c_b:Ca-O-Pr-Ti,3.1352,3.2
mp-567864,Tl4 Bi4 P8 Se24,AB2C6D_pearson_14_e_2e_6e_e:Bi-P-Se-Tl,1.4366,1.4117
wbm-1-33566,Na2 Y2 S4,AB2C_pearson_141_a_e_b:Na-S-Y,2.0661,2.09
mp-1203010,Li4 H16 C4 S4 N4 O8,AB4CDE2F_pearson_62_c_2d_c_c_d_c:C-H-Li-N-O-S,4.6203,4.0316
mp-1195650,Na4 Ca2 H8 C4 O16,A2BC4D2E8_pearson_43_b_a_2b_b_4b:C-Ca-H-Na-O,2.6584,4.7399
mp-775830,Na12 Bi4 B8 O24,A2BC3D6_pearson_14_2e_e_3e_6e:B-Bi-Na-O,3.3485,3.1797
mp-756034,Na1 Sm1 O2,AB2C_pearson_166_a_c_b:Na-O-Sm,3.9634,4.0559
mp-1246186,Ti2 Ge8 N8,A4B4C_pearson_2_4i_4i_i:Ge-N-Ti,0.0854,0.5458
